customer_id,churn_probability,churn_flag,risk_segment,monthly_charges,tenure_months,contract_type,cx_risk_score,payment_method,stickiness_score,action_category
5198-HQAEN,0.3697227075591603,0,Medium,89.7,36,one year,0,electronic check,2,Monitor customer
5199-FPUSP,0.10529537437357331,0,Low,34.05,34,one year,0,credit card (automatic),2,No action required
5201-CBWYG,0.026701722144938628,0,Low,24.8,63,one year,0,bank transfer (automatic),0,No action required
5201-FRKKS,0.5297282855042221,1,High,74.3,26,month-to-month,3,bank transfer (automatic),1,Apply retention strategy
5201-USSQZ,0.4986541211170324,1,High,85.9,27,month-to-month,0,credit card (automatic),2,Apply retention strategy
5202-IVJNU,0.28859748264281126,0,Medium,30.1,40,month-to-month,3,credit card (automatic),0,Monitor customer
5203-XEHAX,0.39355303299619027,0,Medium,64.35,35,one year,4,electronic check,2,Monitor customer
5204-HMGYF,0.22690628713797759,0,Low,87.2,50,one year,0,mailed check,4,No action required
5204-QZXPU,0.5651714489714594,1,High,39.65,20,month-to-month,3,electronic check,1,Apply retention strategy
5206-HPJKM,0.5199743242028758,1,High,55.5,18,month-to-month,3,credit card (automatic),1,Apply retention strategy
5206-XZZQI,0.2765943047926949,0,Medium,80.6,54,month-to-month,0,mailed check,1,Monitor customer
5207-PLSTK,0.7675172585267787,1,High,48.75,2,month-to-month,3,mailed check,1,Apply retention strategy
5208-FVQKB,0.03534362589013788,0,Low,67.95,71,two year,0,mailed check,3,No action required
5208-HFSBT,0.7074863034388768,1,High,55.05,3,month-to-month,0,credit card (automatic),1,Apply retention strategy
5213-TWWJU,0.5918791377208648,1,High,91.0,29,month-to-month,1,electronic check,2,Apply retention strategy
5214-CHIWJ,0.06572748854678996,0,Low,20.3,28,one year,0,mailed check,0,No action required
5214-NLTIT,0.10807745112865673,0,Low,90.8,73,two year,4,credit card (automatic),1,No action required
5215-LNLDJ,0.6179088259832257,1,High,24.7,8,month-to-month,3,electronic check,0,Apply retention strategy
5216-WASFJ,0.7224507298474331,1,High,84.85,32,month-to-month,3,electronic check,1,Apply retention strategy
5219-YIPTK,0.766891737805309,1,High,104.4,34,month-to-month,3,electronic check,2,Apply retention strategy
5220-AGAAX,0.008547212329728044,0,Low,24.0,69,two year,0,bank transfer (automatic),0,No action required
5222-IMUKT,0.7195415461238579,1,High,91.05,33,month-to-month,4,electronic check,2,Apply retention strategy
5222-JCXZT,0.37599137840264224,0,Medium,19.2,5,month-to-month,0,mailed check,0,Monitor customer
5223-UZAVK,0.37255984924503366,0,Medium,100.3,65,one year,4,credit card (automatic),3,Monitor customer
5226-NOZFC,0.7591830438655203,1,High,85.75,27,month-to-month,4,electronic check,1,Apply retention strategy
5227-JSCFE,0.025461093746731903,0,Low,46.35,72,two year,0,credit card (automatic),2,No action required
5228-EXCET,0.7765840079513034,1,High,80.85,14,month-to-month,3,electronic check,1,Apply retention strategy
5229-DTFYB,0.14949458202170898,0,Low,98.8,42,two year,0,bank transfer (automatic),3,No action required
5229-PRWKT,0.8399901333575313,1,High,86.55,9,month-to-month,4,electronic check,1,Apply retention strategy
5231-FIQPA,0.01631594237904341,0,Low,19.85,42,two year,0,mailed check,0,No action required
5232-NXPAY,0.06934186612268348,0,Low,74.45,48,two year,0,mailed check,3,No action required
5233-AOZUF,0.6497099247861376,1,High,74.95,30,month-to-month,3,electronic check,0,Apply retention strategy
5233-GEEAX,0.6231483237927312,1,High,29.4,9,month-to-month,4,electronic check,0,Apply retention strategy
5236-PERKL,0.2408598886563297,0,Low,112.95,58,two year,3,bank transfer (automatic),3,No action required
5236-XMZJY,0.39048715289579855,0,Medium,59.65,43,month-to-month,4,bank transfer (automatic),1,Monitor customer
5240-CAOYT,0.3327908799991807,0,Medium,87.55,58,month-to-month,0,bank transfer (automatic),2,Monitor customer
5240-IJOQT,0.9330431988971091,1,High,74.7,2,month-to-month,3,electronic check,0,Apply retention strategy
5242-UOWHD,0.013925868006235173,0,Low,20.35,46,two year,0,mailed check,0,No action required
5243-SAOTC,0.49530847359354546,1,High,79.85,55,month-to-month,4,bank transfer (automatic),0,Apply retention strategy
5244-IRFIH,0.7203499051345453,1,High,94.5,34,month-to-month,3,electronic check,2,Apply retention strategy
5245-VDBUR,0.10519442534714694,0,Low,35.45,53,one year,4,mailed check,1,No action required
5248-KWLAR,0.10693447859630986,0,Low,90.35,72,two year,0,electronic check,4,No action required
5248-RPYWW,0.0635894420298319,0,Low,90.15,73,two year,0,bank transfer (automatic),4,No action required
5248-YGIJN,0.06861718779730694,0,Low,90.25,73,two year,0,credit card (automatic),4,No action required
5249-QYHEX,0.017568618704731455,0,Low,24.8,41,two year,0,mailed check,0,No action required
5256-SKJGO,0.060715780137324475,0,Low,54.6,65,two year,1,electronic check,3,No action required
5260-UMPWX,0.16432530658582384,0,Low,20.25,27,month-to-month,0,credit card (automatic),0,No action required
5261-QSHQM,0.7218803560264154,1,High,24.45,5,month-to-month,4,electronic check,0,Apply retention strategy
5266-PFRQK,0.0394707951675141,0,Low,20.85,53,one year,0,credit card (automatic),0,No action required
5268-DSMNQ,0.37263787810516547,0,Medium,97.95,63,one year,4,credit card (automatic),1,Monitor customer
5269-NRGDP,0.2871094832425908,0,Medium,73.15,43,one year,2,electronic check,3,Monitor customer
5271-DBYSJ,0.7629256262692842,1,High,79.15,12,month-to-month,3,credit card (automatic),1,Apply retention strategy
5271-YNWVR,0.1895887511922834,0,Low,113.15,69,two year,0,electronic check,4,No action required
5274-XHAKY,0.5846355353540559,1,High,94.3,42,month-to-month,3,bank transfer (automatic),2,Apply retention strategy
5275-PMFUT,0.03970724647644743,0,Low,64.8,73,two year,0,credit card (automatic),4,No action required
5275-SQEIZ,0.9020759016100289,1,High,80.85,2,month-to-month,3,mailed check,1,Apply retention strategy
5276-KQWHG,0.9078174416335737,1,High,69.6,3,month-to-month,4,electronic check,0,Apply retention strategy
5277-ZLOOR,0.9359213929308058,1,High,85.55,3,month-to-month,4,electronic check,1,Apply retention strategy
5278-PNYOX,0.17786598158829042,0,Low,100.65,50,two year,1,credit card (automatic),3,No action required
5281-BUZGT,0.6970927661845179,1,High,90.85,37,month-to-month,4,electronic check,2,Apply retention strategy
5285-MVEHD,0.4201121797477265,1,High,105.6,57,one year,4,credit card (automatic),3,Apply retention strategy
5286-YHCVC,0.14762161615900718,0,Low,104.8,73,two year,4,bank transfer (automatic),2,No action required
5287-QWLKY,0.6193079994394952,1,High,105.1,72,month-to-month,3,credit card (automatic),3,Apply retention strategy
5288-AHOUP,0.8238425843727838,1,High,78.5,12,month-to-month,3,electronic check,1,Apply retention strategy
5293-WXJAK,0.745423569250364,1,High,104.05,12,month-to-month,0,bank transfer (automatic),3,Apply retention strategy
5294-CDGWY,0.2780214744284753,0,Medium,59.3,52,one year,3,electronic check,3,Monitor customer
5294-DMSFH,0.5959865645572531,1,High,87.8,30,month-to-month,3,credit card (automatic),2,Apply retention strategy
5294-IMHHT,0.2191867415768751,0,Low,97.75,54,one year,0,bank transfer (automatic),2,No action required
5295-PCJOO,0.8125973000350002,1,High,49.4,5,month-to-month,4,electronic check,1,Apply retention strategy
5296-BFCYD,0.013284651811635217,0,Low,20.1,47,two year,0,mailed check,0,No action required
5296-PSYVW,0.012250682035715927,0,Low,24.55,73,two year,0,electronic check,0,No action required
5297-MDOIR,0.2606983627380766,0,Medium,81.15,64,one year,3,credit card (automatic),1,Monitor customer
5298-GSTLM,0.36470414992391925,0,Medium,101.4,61,one year,4,bank transfer (automatic),3,Monitor customer
5299-RULOA,0.8574548768365001,1,High,100.25,11,month-to-month,4,electronic check,3,Apply retention strategy
5299-SJCZT,0.9240239789185086,1,High,101.55,4,month-to-month,3,bank transfer (automatic),2,Apply retention strategy
5301-GAUUY,0.5371523342726061,1,High,80.35,33,month-to-month,4,bank transfer (automatic),0,Apply retention strategy
5302-BDJNT,0.6334118179115438,1,High,95.5,36,month-to-month,0,electronic check,2,Apply retention strategy
5304-EFJLP,0.1260687910759979,0,Low,111.65,73,two year,2,bank transfer (automatic),3,No action required
5306-BVTKJ,0.26609124702888476,0,Medium,55.8,49,one year,4,credit card (automatic),0,Monitor customer
5307-DZCVC,0.5863801915177235,1,High,85.95,33,month-to-month,4,credit card (automatic),1,Apply retention strategy
5307-UVGNB,0.2970284785529233,0,Medium,48.7,54,month-to-month,3,bank transfer (automatic),2,Monitor customer
5309-TAIKL,0.5853135422720169,1,High,62.8,8,month-to-month,1,bank transfer (automatic),2,Apply retention strategy
5310-NOOVA,0.025225520320957276,0,Low,19.95,47,two year,0,electronic check,0,No action required
5311-IHLEI,0.4008739223403322,1,High,50.95,13,month-to-month,0,bank transfer (automatic),3,Apply retention strategy
5312-IRCFR,0.4405160340920855,1,High,92.85,65,one year,4,electronic check,1,Apply retention strategy
5312-TSZVC,0.08677311134811284,0,Low,19.65,16,one year,0,mailed check,0,No action required
5312-UXESG,0.6118394720874945,1,High,98.05,42,month-to-month,3,bank transfer (automatic),2,Apply retention strategy
5313-FPXWG,0.040541840709925024,0,Low,24.6,52,one year,0,bank transfer (automatic),0,No action required
5315-CKEQK,0.3345182801071759,0,Medium,51.0,29,one year,4,electronic check,0,Monitor customer
5317-FLPJF,0.03821417821935272,0,Low,61.35,67,two year,0,bank transfer (automatic),4,No action required
5318-IXUZF,0.9118258967062477,1,High,87.15,3,month-to-month,4,bank transfer (automatic),1,Apply retention strategy
5318-YKDPV,0.08669107680602908,0,Low,79.15,44,two year,0,credit card (automatic),4,No action required
5320-BRKGK,0.048957459740475995,0,Low,75.8,59,two year,0,mailed check,3,No action required
5321-NTRKC,0.11608796438120308,0,Low,79.85,67,two year,4,bank transfer (automatic),2,No action required
5322-TEUJK,0.12927887062764323,0,Low,114.6,72,two year,0,bank transfer (automatic),4,No action required
5322-ZSMZY,0.026758987477424206,0,Low,25.75,32,two year,0,mailed check,0,No action required
5324-KTGCG,0.028717840169237414,0,Low,20.85,72,one year,0,electronic check,0,No action required
5325-UWTWJ,0.5058673874005266,1,High,90.55,32,month-to-month,0,credit card (automatic),2,Apply retention strategy
5327-CNLUQ,0.2770669178383373,0,Medium,96.9,49,two year,4,bank transfer (automatic),2,Monitor customer
5327-XOKKY,0.06465080991552617,0,Low,73.45,73,two year,4,credit card (automatic),2,No action required
5329-KRDTM,0.05363515114119235,0,Low,77.35,73,two year,2,credit card (automatic),2,No action required
5331-RGMTT,0.614818526427347,1,High,99.05,55,month-to-month,4,credit card (automatic),2,Apply retention strategy
5334-AFQJB,0.007792506062817521,0,Low,25.1,73,two year,0,credit card (automatic),0,No action required
5334-JLAXU,0.5297614680747431,1,High,94.1,61,month-to-month,4,credit card (automatic),2,Apply retention strategy
5336-UFNZP,0.5154312372740222,1,High,107.45,66,one year,3,electronic check,2,Apply retention strategy
5337-IIWKZ,0.3524387541587479,0,Medium,44.85,35,month-to-month,1,electronic check,2,Monitor customer
5338-YHWYT,0.07147556322305663,0,Low,61.45,38,two year,0,credit card (automatic),2,No action required
5339-PXDVH,0.9099596157180614,1,High,90.65,5,month-to-month,4,electronic check,2,Apply retention strategy
5339-TJFEK,0.7358546308916928,1,High,105.5,63,month-to-month,4,electronic check,3,Apply retention strategy
5343-SGUBI,0.24744014412571375,0,Low,80.2,53,one year,4,mailed check,0,No action required
5345-BMKWB,0.2509688294435866,0,Medium,20.25,9,month-to-month,0,mailed check,0,Monitor customer
5346-BZCHP,0.006718745527313709,0,Low,19.4,70,two year,0,mailed check,0,No action required
5348-CAGXB,0.7996367058581981,1,High,89.55,13,month-to-month,4,electronic check,1,Apply retention strategy
5349-AZPEW,0.5633434848027068,1,High,25.05,6,month-to-month,3,mailed check,0,Apply retention strategy
5349-IECLD,0.958672639791083,1,High,94.95,3,month-to-month,4,electronic check,2,Apply retention strategy
5351-QESIO,0.6274501426679215,1,High,24.2,2,month-to-month,3,mailed check,0,Apply retention strategy
5353-WILCI,0.5567022264350927,1,High,56.05,29,month-to-month,4,electronic check,1,Apply retention strategy
5356-CSVSQ,0.8365767727508324,1,High,64.6,4,month-to-month,2,electronic check,2,Apply retention strategy
5356-KZCKT,0.013204278246245784,0,Low,24.45,59,two year,0,credit card (automatic),0,No action required
5356-RHIPP,0.47457265031445484,1,High,20.2,2,month-to-month,0,mailed check,0,Apply retention strategy
5357-TZHPP,0.7460192476033788,1,High,84.4,10,month-to-month,3,credit card (automatic),1,Apply retention strategy
5360-LJCNJ,0.1947508338484196,0,Low,105.15,72,two year,3,bank transfer (automatic),2,No action required
5360-XGYAZ,0.04008648833418493,0,Low,65.65,73,two year,0,bank transfer (automatic),4,No action required
5364-EVNIB,0.7837686319832607,1,High,79.8,14,month-to-month,3,electronic check,0,Apply retention strategy
5364-XYIRR,0.7033808539040497,1,High,94.65,52,month-to-month,3,electronic check,2,Apply retention strategy
5365-LLFYV,0.6995315263814217,1,High,45.85,3,month-to-month,4,mailed check,0,Apply retention strategy
5366-IJEQJ,0.7556638170213277,1,High,88.7,21,month-to-month,4,electronic check,1,Apply retention strategy
5366-OBVMR,0.3516330329549113,0,Medium,50.3,19,month-to-month,2,mailed check,1,Monitor customer
5370-IIVVL,0.3398834210135769,0,Medium,104.5,38,one year,1,credit card (automatic),3,Monitor customer
5371-VYLSX,0.6457511161082232,1,High,83.4,51,month-to-month,4,electronic check,1,Apply retention strategy
5372-FBKBN,0.1440664367294821,0,Low,20.75,22,month-to-month,0,mailed check,0,No action required
5373-SFODM,0.5493180252071823,1,High,85.25,37,month-to-month,4,credit card (automatic),1,Apply retention strategy
5375-XLDOF,0.13298608590813119,0,Low,114.35,70,two year,0,bank transfer (automatic),4,No action required
5376-DEQCP,0.9294817735061033,1,High,70.6,2,month-to-month,3,electronic check,0,Apply retention strategy
5376-PCKNB,0.2968800169913352,0,Medium,104.45,73,one year,4,credit card (automatic),2,Monitor customer
5377-NDTOU,0.060607396103288726,0,Low,91.05,72,two year,0,mailed check,4,No action required
5378-IKEEG,0.8183602756501527,1,High,35.75,2,month-to-month,3,electronic check,1,Apply retention strategy
5380-AFSSK,0.8352600974501658,1,High,93.9,6,month-to-month,3,mailed check,2,Apply retention strategy
5380-WJKOV,0.8028681950433537,1,High,106.35,35,month-to-month,4,electronic check,2,Apply retention strategy
5380-XPJNZ,0.044640455749069004,0,Low,20.05,39,one year,0,mailed check,0,No action required
5382-SOYZL,0.7900423218864113,1,High,95.1,23,month-to-month,4,electronic check,2,Apply retention strategy
5382-TEMLV,0.33655517443724037,0,Medium,50.9,46,month-to-month,3,bank transfer (automatic),1,Monitor customer
5383-MMTWC,0.836770853353473,1,High,84.0,9,month-to-month,4,electronic check,1,Apply retention strategy
5384-ZTTWP,0.18275533861143514,0,Low,19.8,16,month-to-month,0,mailed check,0,No action required
5385-SUIRI,0.6944810800604445,1,High,104.2,53,month-to-month,4,electronic check,3,Apply retention strategy
5386-THSLQ,0.128092896334449,0,Low,45.55,67,one year,4,bank transfer (automatic),1,No action required
5387-ASZNZ,0.08707657764424906,0,Low,63.85,67,one year,0,credit card (automatic),2,No action required
5389-FFVKB,0.5681262099310893,1,High,80.3,33,month-to-month,4,credit card (automatic),1,Apply retention strategy
5392-AKEMH,0.6152726742339488,1,High,45.05,13,month-to-month,4,electronic check,0,Apply retention strategy
5393-HJZSM,0.37366180677950284,0,Medium,76.3,33,month-to-month,0,bank transfer (automatic),3,Monitor customer
5393-RXQSZ,0.9443221286843487,1,High,79.6,2,month-to-month,3,electronic check,1,Apply retention strategy
5394-MEITZ,0.07242805543649593,0,Low,80.6,61,two year,2,bank transfer (automatic),3,No action required
5394-SVGJV,0.5144457427913821,1,High,98.8,38,month-to-month,1,bank transfer (automatic),3,Apply retention strategy
5396-IZEPB,0.2891130651581239,0,Medium,19.7,10,month-to-month,0,credit card (automatic),0,Monitor customer
5397-NSKQG,0.06084040728973488,0,Low,50.9,68,two year,3,credit card (automatic),3,No action required
5397-TUPSH,0.21066299093949636,0,Low,70.95,66,one year,3,bank transfer (automatic),0,No action required
5399-ZIMKF,0.8788131412943041,1,High,74.65,6,month-to-month,3,electronic check,0,Apply retention strategy
5402-HTOTQ,0.6241674058040685,1,High,55.3,17,month-to-month,4,electronic check,0,Apply retention strategy
5404-GGUKR,0.8082623664642811,1,High,51.35,6,month-to-month,3,electronic check,0,Apply retention strategy
5405-ZMYXQ,0.7236297867505471,1,High,74.6,9,month-to-month,4,credit card (automatic),0,Apply retention strategy
5406-KGRMX,0.012769398079065578,0,Low,24.55,72,two year,0,electronic check,0,No action required
5414-OFQCB,0.09511446732091379,0,Low,90.45,58,two year,2,credit card (automatic),2,No action required
5419-CONWX,0.8810867957441869,1,High,99.8,5,month-to-month,4,credit card (automatic),2,Apply retention strategy
5419-JKZNQ,0.540628259557559,1,High,77.9,31,month-to-month,4,mailed check,0,Apply retention strategy
5419-JPRRN,0.9682739757173103,1,High,101.45,2,month-to-month,3,electronic check,2,Apply retention strategy
5419-KLXBN,0.6221963433155856,1,High,89.15,26,month-to-month,3,bank transfer (automatic),1,Apply retention strategy
5423-BHIXO,0.5123014327808201,1,High,54.2,33,month-to-month,4,electronic check,0,Apply retention strategy
5424-RLQLC,0.5602186126839084,1,High,59.65,11,month-to-month,4,mailed check,1,Apply retention strategy
5429-LWCMV,0.7884922080941508,1,High,89.15,13,month-to-month,4,electronic check,1,Apply retention strategy
5433-KYGHE,0.5645620557009952,1,High,86.0,15,month-to-month,0,mailed check,2,Apply retention strategy
5438-QMDDL,0.4881049117841613,1,High,59.8,20,month-to-month,3,mailed check,1,Apply retention strategy
5439-WIKXB,0.7204266435645518,1,High,94.55,42,month-to-month,3,electronic check,2,Apply retention strategy
5440-FLBQG,0.1348818062715949,0,Low,108.4,70,two year,2,bank transfer (automatic),3,No action required
5440-VHLUL,0.245603480295198,0,Low,105.2,70,one year,2,bank transfer (automatic),3,No action required
5442-BHQNG,0.9213612436415671,1,High,70.35,3,month-to-month,4,electronic check,0,Apply retention strategy
5442-BXVND,0.13219978288466916,0,Low,24.25,34,month-to-month,0,bank transfer (automatic),0,No action required
5442-PPTJY,0.04111761973949393,0,Low,19.7,13,two year,0,mailed check,0,No action required
5442-UTCVD,0.9446959492179628,1,High,91.85,4,month-to-month,3,electronic check,1,Apply retention strategy
5442-XSDCW,0.7477619857256546,1,High,79.5,12,month-to-month,3,bank transfer (automatic),1,Apply retention strategy
5443-SCMKX,0.45722645888402197,1,High,94.3,59,one year,4,electronic check,1,Apply retention strategy
5445-GLVOT,0.5822077982045046,1,High,49.8,23,month-to-month,4,electronic check,1,Apply retention strategy
5445-PZWGX,0.308352677476748,0,Medium,102.0,63,one year,0,electronic check,3,Monitor customer
5445-UTODQ,0.8532304717608468,1,High,81.1,8,month-to-month,3,electronic check,1,Apply retention strategy
5446-DKWYW,0.25965063510408604,0,Medium,65.2,62,one year,3,electronic check,1,Monitor customer
5447-VYTKW,0.2712920134832668,0,Medium,53.45,28,month-to-month,0,mailed check,2,Monitor customer
5447-WZAFP,0.35598167384594326,0,Medium,100.3,54,one year,3,mailed check,2,Monitor customer
5448-VWNAM,0.4939857181466182,1,High,75.9,20,month-to-month,0,mailed check,3,Apply retention strategy
5449-FIBXJ,0.7696766889747582,1,High,103.3,20,month-to-month,1,electronic check,3,Apply retention strategy
5451-MHQOF,0.028463380463426956,0,Low,24.45,57,one year,0,mailed check,0,No action required
5451-YHYPW,0.1339585288349772,0,Low,114.729,73,two year,0,credit card (automatic),4,No action required
5453-AXEPF,0.6409606810539982,1,High,80.5,18,month-to-month,3,bank transfer (automatic),0,Apply retention strategy
5453-YBTWV,0.10390264921667094,0,Low,101.1,71,two year,0,credit card (automatic),3,No action required
5456-ITGIC,0.03958296769887974,0,Low,64.45,73,two year,0,credit card (automatic),4,No action required
5457-COLHT,0.05645410460795891,0,Low,80.65,70,two year,0,bank transfer (automatic),4,No action required
5458-CQJTA,0.05134952211420289,0,Low,74.8,66,two year,0,bank transfer (automatic),4,No action required
5461-QKNTN,0.6406242917519738,1,High,94.3,44,month-to-month,1,electronic check,2,Apply retention strategy
5465-BUBFA,0.01868263229313238,0,Low,19.3,42,two year,0,bank transfer (automatic),0,No action required
5468-BPMMO,0.11719313854482728,0,Low,19.6,47,month-to-month,0,electronic check,0,No action required
5469-CTCWN,0.5010776221076101,1,High,106.0,62,one year,3,electronic check,3,Apply retention strategy
5469-NUJUR,0.031695925360313154,0,Low,19.95,20,two year,0,mailed check,0,No action required
5472-CVMDX,0.01836340117048123,0,Low,38.9,69,two year,0,mailed check,2,No action required
5473-KHBPS,0.37087878417322806,0,Medium,95.7,53,one year,4,credit card (automatic),1,Monitor customer
5474-LAMUQ,0.07323300234459798,0,Low,20.1,25,one year,0,mailed check,0,No action required
5478-JJVZK,0.38230106583739915,0,Medium,60.9,34,month-to-month,3,mailed check,1,Monitor customer
5480-HPRRX,0.7324141966728626,1,High,25.3,4,month-to-month,3,electronic check,0,Apply retention strategy
5480-TBGPH,0.7486646871704664,1,High,99.3,25,month-to-month,4,credit card (automatic),2,Apply retention strategy
5480-XTFFL,0.024707730973750612,0,Low,21.0,32,two year,0,mailed check,0,No action required
5481-NTDOH,0.38813700442323673,0,Medium,107.05,68,one year,3,credit card (automatic),3,Monitor customer
5482-NUPNA,0.6186249237999838,1,High,60.4,5,month-to-month,0,mailed check,2,Apply retention strategy
5482-PLVPE,0.7462865003968874,1,High,24.35,3,month-to-month,4,electronic check,0,Apply retention strategy
5482-VXSXJ,0.663617346640734,1,High,93.2,23,month-to-month,4,mailed check,2,Apply retention strategy
5485-ITNPC,0.06857936823439505,0,Low,85.9,67,two year,0,bank transfer (automatic),4,No action required
5485-WUYWF,0.8571548394087464,1,High,66.4,3,month-to-month,4,bank transfer (automatic),2,Apply retention strategy
5493-SDRDQ,0.7560648134345361,1,High,55.1,3,month-to-month,4,mailed check,1,Apply retention strategy
5494-HECPR,0.9454046087163837,1,High,80.25,2,month-to-month,3,electronic check,1,Apply retention strategy
5494-WOZRZ,0.05706866446236758,0,Low,82.0,72,two year,0,credit card (automatic),4,No action required
5495-GPSRW,0.029439491619283432,0,Low,19.7,21,two year,0,mailed check,0,No action required
5498-IBWPI,0.07497423471040203,0,Low,49.4,67,one year,2,credit card (automatic),1,No action required
5498-TXHLF,0.7322258176002884,1,High,87.45,35,month-to-month,4,electronic check,1,Apply retention strategy
5499-ECUTN,0.24027435863394625,0,Low,66.05,48,one year,3,credit card (automatic),2,No action required
5501-TVMGM,0.8861972327957728,1,High,55.25,2,month-to-month,3,electronic check,1,Apply retention strategy
5502-RLUYV,0.6811615495266214,1,High,103.95,70,month-to-month,3,electronic check,2,Apply retention strategy
5504-WSIUR,0.17395299503918987,0,Low,90.25,71,one year,1,bank transfer (automatic),1,No action required
5505-OVWQW,0.07789124552492173,0,Low,20.15,18,one year,0,mailed check,0,No action required
5510-BOIUJ,0.4658511613314403,1,High,19.25,2,month-to-month,0,mailed check,0,Apply retention strategy
5512-IDZEI,0.06048705455196557,0,Low,24.9,47,one year,0,electronic check,0,No action required
5514-YQENT,0.27258818410199964,0,Medium,111.15,42,two year,0,electronic check,4,Monitor customer
5515-AKOAJ,0.5736316406803198,1,High,100.1,55,month-to-month,2,electronic check,3,Apply retention strategy
5515-IDEJJ,0.4721818797713281,1,High,19.9,2,month-to-month,0,mailed check,0,Apply retention strategy
5515-RUGKN,0.6116734030146593,1,High,54.75,9,month-to-month,4,credit card (automatic),1,Apply retention strategy
5519-NPHVG,0.8170100668683191,1,High,94.2,13,month-to-month,4,electronic check,2,Apply retention strategy
5519-TEEUH,0.05256860729501781,0,Low,20.15,34,one year,0,mailed check,0,No action required
5519-YLDGW,0.7912710120358434,1,High,103.9,22,month-to-month,3,electronic check,3,Apply retention strategy
5520-FVEWJ,0.7980018552714044,1,High,84.5,13,month-to-month,4,electronic check,0,Apply retention strategy
5522-JBWMO,0.8492098191320051,1,High,44.0,2,month-to-month,3,electronic check,0,Apply retention strategy
5522-NYKPB,0.5985226184767305,1,High,85.9,26,month-to-month,1,electronic check,2,Apply retention strategy
5524-KHNJP,0.30869956626818673,0,Medium,74.75,34,one year,3,credit card (automatic),3,Monitor customer
5527-ACHSO,0.5409783022183497,1,High,70.5,12,month-to-month,0,mailed check,3,Apply retention strategy
5529-GIBVH,0.012447756700376745,0,Low,20.15,48,two year,0,mailed check,0,No action required
5533-NHFRF,0.637848041737273,1,High,44.4,8,month-to-month,1,electronic check,2,Apply retention strategy
5533-RJFTJ,0.30340477874066235,0,Medium,30.2,50,month-to-month,3,bank transfer (automatic),0,Monitor customer
5536-RTPWK,0.6668727339495236,1,High,99.05,50,month-to-month,3,bank transfer (automatic),2,Apply retention strategy
5536-SLHPM,0.5986987611514794,1,High,77.75,56,month-to-month,3,electronic check,0,Apply retention strategy
5537-UXXVS,0.15485073861084847,0,Low,19.25,21,month-to-month,0,bank transfer (automatic),0,No action required
5539-HIVAK,0.13369183964744094,0,Low,25.7,29,month-to-month,0,mailed check,0,No action required
5539-TMZLF,0.9276798236969183,1,High,69.75,2,month-to-month,3,electronic check,0,Apply retention strategy
5542-DHSXL,0.6986429100502031,1,High,54.7,5,month-to-month,4,mailed check,1,Apply retention strategy
5542-NKVRU,0.01862034544125301,0,Low,20.75,43,two year,0,bank transfer (automatic),0,No action required
5542-TBBWB,0.928000870805514,1,High,69.9,2,month-to-month,3,electronic check,0,Apply retention strategy
5543-QDCRY,0.8262046456170636,1,High,56.4,5,month-to-month,4,electronic check,1,Apply retention strategy
5546-BYZSM,0.15610633304863158,0,Low,20.45,42,month-to-month,0,electronic check,0,No action required
5546-QUERU,0.09262379035685755,0,Low,19.95,14,one year,0,mailed check,0,No action required
5549-ZGHFB,0.015784699501607977,0,Low,24.95,51,two year,0,mailed check,0,No action required
5550-VFRLC,0.9278940014412129,1,High,69.85,2,month-to-month,3,electronic check,0,Apply retention strategy
5552-ZNFSJ,0.854454546568883,1,High,45.3,2,month-to-month,3,electronic check,0,Apply retention strategy
5553-AOINX,0.5168792760042981,1,High,104.9,67,one year,4,electronic check,2,Apply retention strategy
5555-RNPGT,0.2777134636421164,0,Medium,24.8,11,month-to-month,0,credit card (automatic),0,Monitor customer
5561-NWEVX,0.927422066941105,1,High,79.2,3,month-to-month,4,electronic check,0,Apply retention strategy
5562-BETPV,0.27412944343695517,0,Medium,19.65,2,one year,0,mailed check,0,Monitor customer
5562-YJQGT,0.47466755997270593,1,High,20.35,3,month-to-month,0,credit card (automatic),0,Apply retention strategy
5564-NEMQO,0.9024379726715493,1,High,75.3,2,month-to-month,3,bank transfer (automatic),0,Apply retention strategy
5565-FILXA,0.7906341240570173,1,High,96.15,17,month-to-month,4,electronic check,2,Apply retention strategy
5566-SOEZD,0.3673795289504919,0,Medium,80.65,28,one year,3,credit card (automatic),1,Monitor customer
5567-GZKQY,0.013082309406958011,0,Low,20.3,59,two year,0,credit card (automatic),0,No action required
5567-WSELE,0.9432983223884438,1,High,94.6,4,month-to-month,3,electronic check,2,Apply retention strategy
5568-DMXZS,0.6423366858267129,1,High,65.45,9,month-to-month,0,electronic check,2,Apply retention strategy
5569-IDSEY,0.37429940078680446,0,Medium,105.7,72,one year,3,bank transfer (automatic),2,Monitor customer
5569-KGJHX,0.7391617144413253,1,High,85.35,10,month-to-month,3,bank transfer (automatic),1,Apply retention strategy
5569-OUICF,0.5210030815114809,1,High,101.3,29,month-to-month,1,credit card (automatic),3,Apply retention strategy
5570-PTWEH,0.8720768167358541,1,High,75.15,4,month-to-month,3,credit card (automatic),0,Apply retention strategy
5572-ZDXHY,0.6455078895999712,1,High,84.3,23,month-to-month,4,mailed check,1,Apply retention strategy
5574-NXZIU,0.128392138343794,0,Low,109.2,64,two year,0,credit card (automatic),4,No action required
5575-GNVDE,0.2203604156056426,0,Low,56.95,35,one year,4,mailed check,1,No action required
